ID,FirstName,LastName,FullName,BirthDate,Image,Title_ID,Department_ID,HireDate,CostCenter,Status_Code,Email,HomePhone,MobilePhone,Extension,Country_ID,Region_ID,City_ID,Address,PostalCode
40d5e6f7-a8b9-4c0d-9fb1-3b4c5d6e7f8a,Aurora,Ramirez,"Aurora Ramirez",1989-07-19,https://i.pravatar.cc/150?u=40d5e6f7-a8b9-4c0d-9fb1-3b4c5d6e7f8a,d0e1f2a3-b4c5-4d6e-7f8g-9h0i1j2k3l4m,a0d1e2f3-a4b5-4d6e-7f8g-9h0i1j2k3l4m,2016-10-10,CC-4040,Active,aurora.ramirez@example.com,555-0140,555-0240,1140,fbfef0a0-d5d3-4bbf-8edd-8a9b0c8d9e7f,a0b7db0c-6d33-4ac4-9ca9-9f4e3d2c1b4a,c4d5e6f7-a8b9-4d0e-1v2w-3x4y5z6a7b8c,121 Andes Rd,110111
41e6f7a8-b9c0-4d1e-8f3a-4b5c6d7e8f9a,Robert,Perez,"Robert Perez",1984-05-18,https://i.pravatar.cc/150?u=41e6f7a8-b9c0-4d1e-8f3a-4b5c6d7e8f9a,a3b4c5d6-e7f8-4g9h-0i1j-2k3l4m5n6o7p,1a2b3c4d-5e6f-4a7b-8c9d-0e1f2a3b4c5d,2012-08-20,CC-1041,Active,robert.perez@example.com,555-0141,555-0241,1141,f6a7b8c9-d0e1-4f2a-3b4c-5d6e7f8g9h0i,a8b1d9ec-4d3f-4a2e-9c8b-7f6e5d4c3a2o,b3c4d5e6-f7a8-4q9r-0s1t-2u3v4w5x6y7z,123 Calle Real,41001
42f7a8b9-c0d1-4e2f-9a4b-5c6d7e8f9a0b,Grace,Sanchez,"Grace Sanchez",1996-10-02,https://i.pravatar.cc/150?u=42f7a8b9-c0d1-4e2f-9a4b-5c6d7e8f9a0b,g9h0i1j2-k3l4-4m5n-6o7p-8q9r0s1t2u3v,2b3c4d5e-6f7a-4b8c-9d0e-1f2a3b4c5d6e,2021-01-15,CC-1042,Active,grace.sanchez@example.com,555-0142,555-0242,1142,9a944ae7-d124-42e8-ac37-e7918a46d96b,e0f3b1c4-6b5d-4e4c-9a0f-9d8c7b6a5e4g,7a8b9c0d-1e2f-4a3b-4c5d-6e7f8g9h0i1j,234 Beachfront Walk,33139
43a8b9c0-d1e2-4f3a-8b5c-6d7e8f9a0b1c,Caleb,Rivera,"Caleb Rivera",1989-03-25,https://i.pravatar.cc/150?u=43a8b9c0-d1e2-4f3a-8b5c-6d7e8f9a0b1c,b8c9d0e1-f2a3-4b4c-5d6e-7f8g9h0i1j2k,3c4d5e6f-7a8b-4c9d-8e1f-2a3b4c5d6e7f,2016-06-30,CC-1043,OnLeave,caleb.rivera@example.com,555-0143,555-0243,1143,fdd349c4-0ac6-4f69-9f80-16c063919a23,e6f9b7ca-2b1d-4e0c-9a6f-5d4c3b2a1e0m,d9a0b1c2-d3e4-4m5n-6o7p-8q9r0s1t2u3v,345 Granville St,V6C 1T2
44b9c0d1-e2f3-4a4b-9c6d-7e8f9a0b1c2d,Natalie,Gomez,"Natalie Gomez",1992-07-11,https://i.pravatar.cc/150?u=44b9c0d1-e2f3-4a4b-9c6d-7e8f9a0b1c2d,a7b8c9d0-e1f2-4a3b-4c5d-6e7f8g9h0i1j,4d5e6f7a-8b9c-4d0e-1f2a-3b4c5d6e7f8g,2019-09-01,CC-1044,Active,natalie.gomez@example.com,555-0144,555-0244,1144,f6a7b8c9-d0e1-4f2a-3b4c-5d6e7f8g9h0i,b9c2e0fd-5e4a-4b3f-8d9c-8a7f6e5d4b3p,e6f7a8b9-c0d1-4t2u-3v4w-5x6y7z8a9b0c,456 Las Ramblas,08002
45c0d1e2-f3a4-4b5c-8d7e-8f9a0b1c2d3e,Isaac,Ross,"Isaac Ross",1986-11-05,https://i.pravatar.cc/150?u=45c0d1e2-f3a4-4b5c-8d7e-8f9a0b1c2d3e,e5f6a7b8-c9d0-4e1f-2a3b-4c5d6e7f8g9h,5e6f7a8b-9c0d-4e1f-2a3b-4c5d6e7f8g9h,2013-02-18,CC-2045,Inactive,isaac.ross@example.com,555-0145,555-0245,1145,9a944ae7-d124-42e8-ac37-e7918a46d96b,c8c1f9e2-4f3b-4c2a-9e8d-7b6a5c4d3e2f,1a2b3c4d-5e6f-4a7b-8c9d-0e1f2a3b4c5d,567 Rodeo Drive,90210
46d1e2f3-a4b5-4c6d-9e8f-9a0b1c2d3e4f,Audrey,Morales,"Audrey Morales",1998-04-14,https://i.pravatar.cc/150?u=46d1e2f3-a4b5-4c6d-9e8f-9a0b1c2d3e4f,f6a7b8c9-d0e1-4f2a-3b4c-5d6e7f8g9h0i,6f7a8b9c-0d1e-4f2a-3b4c-5d6e7f8g9h0i,2023-05-20,CC-2046,Active,audrey.morales@example.com,555-0146,555-0246,1146,6085a79e-83dc-4cb5-878c-3dae06287ef1,b5c8e6fd-1e0a-4b9f-8d5c-4a3f2e1d0b9v,d7e8f9a0-b1c2-4e3f-4g5h-6i7j8k9l0m1n,678 Brandenburger Tor,10117
47e2f3a4-b5c6-4d7e-8f9a-0b1c2d3e4f5a,Julian,Powell,"Julian Powell",1991-01-08,https://i.pravatar.cc/150?u=47e2f3a4-b5c6-4d7e-8f9a-0b1c2d3e4f5a,a7b8c9d0-e1f2-4a3b-4c5d-6e7f8g9h0i1j,7a8b9c0d-1e2f-4a3b-4c5d-6e7f8g9h0i1j,2017-07-07,CC-2047,Active,julian.powell@example.com,555-0147,555-0247,1147,a3b4c5d6-e7f8-4g9h-0i1j-2k3l4m5n6o7p,e8f1b9ca-4b3d-4ec2-9a8f-7d6c5b4a3ec2,c2d3e4f5-a6b7-4d8e-9l0m-1n2o3p4q5r6s,789 Buckingham Palace Rd,SW1A 1AA
48f3a4b5-c6d7-4e8f-9a0b-1c2d3e4f5a6b,Savannah,Long,"Savannah Long",1985-06-29,https://i.pravatar.cc/150?u=48f3a4b5-c6d7-4e8f-9a0b-1c2d3e4f5a6b,b8c9d0e1-f2a3-4b4c-5d6e-7f8g9h0i1j2k,8b9c0d1e-2f3a-4b4c-5d6e-7f8g9h0i1j2k,2011-11-11,CC-2048,Active,savannah.long@example.com,555-0148,555-0248,1148,f7caeaee-dfcf-4bff-8efb-2a3b4c8d9e7f,c2d5fdae-8f7b-4c66-9ec1-1ba09f8e7ca6,e0f1a2b3-c4d5-4f6a-7t8u-9v0w1x2y3z4a,890 Champs-Élysées,75008
49a4b5c6-d7e8-4f9a-8b1c-2d3e4f5a6b7c,Nathan,James,"Nathan James",1999-02-14,https://i.pravatar.cc/150?u=49a4b5c6-d7e8-4f9a-8b1c-2d3e4f5a6b7c,c9d0e1f2-a3b4-4c5d-6e7f-8g9h0i1j2k3l,9c0d1e2f-3a4b-4c5d-6e7f-8g9h0i1j2k3l,2023-09-25,CC-3049,Active,nathan.james@example.com,555-0149,555-0249,1149,881aa8ea-d328-4f11-81c6-856c0a15ce78,a6b9dbec-2dbf-4a00-9ca5-5fe4ed3dcb0a,e6f7a8b9-c0d1-4f2a-3z4a-5b6c7d8e9f0a,901 Zocalo Plaza,06010
50b5c6d7-e8f9-4a0b-9c2d-3e4f5a6b7c8d,Claire,Watson,"Claire Watson",1983-10-10,https://i.pravatar.cc/150?u=50b5c6d7-e8f9-4a0b-9c2d-3e4f5a6b7c8d,d0e1f2a3-b4c5-4d6e-7f8g-9h0i1j2k3l4m,a0d1f2f3-a4b5-4d6e-7f8g-9h0i1j2k3l4m,2009-01-30,CC-4050,Active,claire.watson@example.com,555-0150,555-0250,1150,d0e1f2a3-b4c5-4d6e-7f8g-9h0i1j2k3l4m,d3e0ae3f-9a66-4df7-8fd2-2c7b6a5f4e7d,f7a8b9c0-d1e2-4a3b-4y5z-6a7b8c9d0e1f,123 Via del Corso,00186
